nombre,subj,col_1,col_2,anos
indiravizcainosilva,cargosdeeleccionpopular,Presidente Municipal,PRD,2012 - 2015
indiravizcainosilva,experiencialegislativa,"Diputada(o) Federal Propietario, PRD",LXI Legislatura,2009 -2012
manueladelcarmenobradornarvaez,escolaridad,Licenciatura,Economia,1990-1995
manueladelcarmenobradornarvaez,trayectoriapolitica,Miembro fundador,MORENA,2014
manueladelcarmenobradornarvaez,trayectoriapolitica,Consejera Nacional,MORENA,2014-2018
manueladelcarmenobradornarvaez,trayectoriapolitica,Candidata a Diputada Federal,MORENA,2015
manueladelcarmenobradornarvaez,trayectoriapolitica,"Enlace del Distrito 1, Chiapas",MORENA,2015-2018
manueladelcarmenobradornarvaez,trayectoriapolitica,"Candidata electa a la Diputacion Federal por el Distrito 1, Chiapas",MORENA,2018
manueladelcarmenobradornarvaez,administracionpublicafederal,Jefa del Departamento Administrativo del Programa Fideicomiso Fondo 95,Procuiraduria Agraria,2000-2003
manueladelcarmenobradornarvaez,administracionpublicafederal,Jefa de Oficina de Pagos,Secretaria de Educacion Federalizada,2004-2012
manueladelcarmenobradornarvaez,administracionpublicalocal,Responsable del Computo Distrital,"Consejo Estatal Electoral del Municipio de Tenejapa, Chiapas",1994-1995
humbertopedreromoreno,escolaridad,Licenciatura,Ciencias Politicas,2004-2010
alfredovazquezvazquez,escolaridad,Licenciatura,Derecho,2004 - 2009
alfredovazquezvazquez,trayectoriapolitica,Comite Ejecutivo Municipal,MORENA,2014 - 2015
alfredovazquezvazquez,trayectoriapolitica,Candidato a Diputado Local,MORENA,2015
alfredovazquezvazquez,trayectoriapolitica,Consejero Distrital,MORENA,2015 - 2017
roqueluisrabelovelasco,escolaridad,Bachillerato,Nivel Medio Superior,
roqueluisrabelovelasco,trayectoriapolitica,Secretario General de la CNOP en Chiapas,PRI,1986-1988
roqueluisrabelovelasco,trayectoriapolitica,Delegado Municipal en Juarez Chiapas,MORENA,2016-2018
roqueluisrabelovelasco,cargosdeeleccionpopular,"Presidente Municipal, Chiapas - Juarez",,1983-1985
roqueluisrabelovelasco,administracionpublicalocal,Presidente Comite Municipal Electoral,"Municipio de Juarez, Chiapas.",1970-1971
roqueluisrabelovelasco,iniciativaprivada,Presidente,Camara de Comercio de Juarez Chiapas,1968-1969
roqueluisrabelovelasco,iniciativaprivada,Presidente,Asociacion de productores de cacao de Juarez Chiapas,1978-1980
roqueluisrabelovelasco,iniciativaprivada,Presidente,Asociacion ganadera local de Juarez Chiapas,1980-1981
roqueluisrabelovelasco,iniciativaprivada,Presidente del Consejo de Vigilancia,Union ganadera regional de Chiapas,1981-1982
roqueluisrabelovelasco,iniciativaprivada,Presidente del Consejo,DOMACO S.A. de C.V.,1982-1985
roqueluisrabelovelasco,iniciativaprivada,Presidente del Consejo,RALE Constructora S.A. de C.V.,1988-1992
roqueluisrabelovelasco,publicaciones,Violencia en Chiapas,Periodico,1994
clementinamartadekkergomez,escolaridad,Licenciatura,Relaciones Internacionales,1996 - 2001
clementinamartadekkergomez,trayectoriapolitica,Integrante Comision Ejecutiva municipal,PT,2010 - 2018
clementinamartadekkergomez,trayectoriapolitica,Integrante de la Comision Ejecutiva estatal - Chiapas,PT,2011 - 2018
clementinamartadekkergomez,trayectoriapolitica,Integrante de la Coordinadora estatal - Chiapas,PT,2014 - 2018
clementinamartadekkergomez,trayectoriapolitica,Integrante de la Comision Ejecutiva nacional,PT,2017
clementinamartadekkergomez,asociacionesalasquepertenece,Tesorera,Liga Municipal Basquetbol,1998 - 2001
clementinamartadekkergomez,asociacionesalasquepertenece,Vocal,Asociacion Chiapaneca de Triatlon,2016
zoealejandrorobledoaburto,escolaridad,Licenciatura,Derecho,
miguelpradodelossantos,escolaridad,Licenciatura,Administracion de Empresas,2002-2006
miguelpradodelossantos,escolaridad,Diplomado,Competencias digitales,2010
miguelpradodelossantos,escolaridad,Diplomado,Derecho Parlamentario,2016
miguelpradodelossantos,experiencialegislativa,"Diputada(o) Local Propietario, PVEM",LXVI Legislatura,2015-2018
miguelpradodelossantos,administracionpublicafederal,Jefe de departamento de jubilaciones,ISSSTE,2010-2011
miguelpradodelossantos,administracionpublicafederal,Delegado,Sedesol,2016-2107
miguelpradodelossantos,administracionpublicalocal,Secretario,Secretaria de Pesca y Acuacultura de Chiapas,2017-2018
miguelpradodelossantos,iniciativaprivada,Jefe del Programa Alianza Contigo,Comcafe,2002-2010
miguelpradodelossantos,iniciativaprivada,Director,Instituto Chiapaneco de Educacion de Jovenes y Adultos,2013-2015
mariaroseliajimenezperez,escolaridad,Licenciatura,Educacion Normal,1978 - 1981
mariaroseliajimenezperez,escolaridad,Licenciatura,Normal Superior,1982 - 1986
mariaroseliajimenezperez,trayectoriapolitica,Coordinacion municipal,PT,2012
mariaroseliajimenezperez,administracionpublicafederal,Maestra de Grupo,SEP,1980 - 2010
mariaroseliajimenezperez,asociacionesalasquepertenece,Escritores en Lenguas Indigenas,Escritores,1993
mariaroseliajimenezperez,asociacionesalasquepertenece,Miembro,CNTE,2005 - 2008
mariaroseliajimenezperez,actividadesdocentes,Conferencista,Conferencia: Cultura y Derechos Indigenas,1990
mariaroseliajimenezperez,actividadesdocentes,Invitado,Conferencia: Derechos Sobre Pueblos Indigenas,4 de agosto
mariaroseliajimenezperez,publicaciones,Chiapas Tierra de Mitos y Esperanza,Libro,1994
mariaroseliajimenezperez,publicaciones,¿Jna¿jeltik¿ Vivencias Tojolab¿ales,Libro,1995
mariaroseliajimenezperez,publicaciones,"¿Ja yal Alaji¿, La Milpita",Libro,1997
leticiaarlettaguilarmolina,escolaridad,Pasante,Ciencias de la Comunicacion,No proporciono
leticiaarlettaguilarmolina,cargosdeeleccionpopular,"Regidor(a), Chiapas - Tuxtla Gutierrez",PRI,2003-2005
leticiaarlettaguilarmolina,administracionpublicalocal,Directora de Atencion Ciudadana,"H. Ayuntameinto de Tuxtla Gutierrez, Chiapas",2005-2006
leticiaarlettaguilarmolina,administracionpublicalocal,Conductora de Programa de Denuncia y Gestion Ciudadana,"Canal 10, Gobierno del Estado de Chiapas",2012-2018
leticiaarlettaguilarmolina,asociacionesalasquepertenece,Presidenta,Federacion Amas de Casa de la Republica Mexicana (FEMAC),2014-2017
leticiaarlettaguilarmolina,asociacionesalasquepertenece,Integrante,Consejo de la Comision Intersecretarial de Bioseguridad de los Organismos Geneticamente Modificados (CIBIOGEM),2015-2017
juanenriquefarreraesponda,escolaridad,Carrera Trunca,Medicina,1988-1990
juanenriquefarreraesponda,cargosdeeleccionpopular,"Regidor(a), Chiapas - Angel Albino Corzo",No Proporciono,2002-2004
juanenriquefarreraesponda,cargosdeeleccionpopular,"Presidente Municipal, Chiapas - Angel Albino Corzo",No Proporciono,2011-2012
juanenriquefarreraesponda,administracionpublicalocal,Jefe de Departamento,Centro de Convivencia infantil del Gobierno del estado de Chiapas,1991-1993
robertoantoniorubiomontejo,escolaridad,Licenciatura,Derecho,No proporciono
robertoantoniorubiomontejo,trayectoriapolitica,Delegado Nacional y Estatal,PVEM,1999-2001
robertoantoniorubiomontejo,administracionpublicafederal,Asesor Legislativo,H. Congreso de la Union,2002-2005
joseluiselorzaflores,escolaridad,Licenciatura,Ingenieria en Desarrollo Agricola,1992-1997
joseluiselorzaflores,trayectoriapolitica,Coordinador de campana municipal,PAN,2012
joseluiselorzaflores,trayectoriapolitica,Coordinador de campana electoral,Morena,2015
joseluiselorzaflores,trayectoriapolitica,Asesor de Regidor,Morena,2015-2016
joseluiselorzaflores,trayectoriapolitica,Enlace Distrital,Morena,2016-2018
joseluiselorzaflores,trayectoriapolitica,Candidato a Diputado Federal,Morena,2018
maricruzroblerogordillo,escolaridad,Licenciatura,Educacion Primaria,
maricruzroblerogordillo,trayectoriapolitica,Secretaria General del CEM Juarez,PRD,2000 - 2002
maricruzroblerogordillo,trayectoriapolitica,Consejera estatal del PRD,PRD,2002 - 2008
teresitadejesusvargasmeraz,escolaridad,Licenciatura,Derecho,Cursando Actualmente
teresitadejesusvargasmeraz,escolaridad,Carrera Comercial,Locutor de Radio y TV,2008
teresitadejesusvargasmeraz,escolaridad,Tecnica,,2005 - 2007
mariomatacarrasco,escolaridad,Licenciatura,Ingenieria Industrial y de Sistemas,1979-1982
mariomatacarrasco,escolaridad,Diplomado,Diplomado en Administracion de organismos operadores de agua,2017
mariomatacarrasco,trayectoriapolitica,Consejero Estatal,PAN,2010-2016
mariomatacarrasco,trayectoriapolitica,Consejero Nacional,PAN,2013-2016
mariomatacarrasco,cargosdeeleccionpopular,"Presidente Municipal, Chihuahua - Delicias",PAN,2010-2013
mariomatacarrasco,administracionpublicafederal,Analista,Pemex,1984-1985
mariomatacarrasco,administracionpublicalocal,Presidente,Junta Municipal de Agua y Saneamiento,2016-2018
mariomatacarrasco,iniciativaprivada,Director,Comercial de muebles delsa,1985-1998
mariomatacarrasco,asociacionesalasquepertenece,Socio,Club Activo 2030,1986-Actual
mariomatacarrasco,asociacionesalasquepertenece,Consejero,Fundacion Vida,1998-Actual
mariomatacarrasco,asociacionesalasquepertenece,Socio,Canacintra,2000 Actual
mariomatacarrasco,asociacionesalasquepertenece,Socio,Asociacion de fabricantes de muebles,2003 actual
mariomatacarrasco,asociacionesalasquepertenece,Consejero,Fundacion del EMP.,2003-2007
miguelalonsoriggsbaeza,escolaridad,Maestria,Administracion de Empresas,2001
miguelalonsoriggsbaeza,escolaridad,Licenciatura,Comercio Exterior,1996-2000
miguelalonsoriggsbaeza,cargosdeeleccionpopular,"Sindico(a), Chihuahua - Chihuahua",PAN,2016-2018
miguelalonsoriggsbaeza,iniciativaprivada,Empaque y embalaje,"Empacadora ganadera de Chihuahua, SA",1997-1999
miguelalonsoriggsbaeza,hisco-mex,Director de Logistica,Grupo Gruma,2002-2003
miguelalonsoriggsbaeza,hisco-mex,Consejero,Asociacion Ganadera Local de Cajeme,2011-2014
alanjesusfalomirsaenz,escolaridad,Pasante,Ingenieria Industrial en Calidad y Productividad,No proporciono
alanjesusfalomirsaenz,escolaridad,Taller,XIII Cumbre Latinoamericana de Marketing Politico,feb-16
alanjesusfalomirsaenz,trayectoriapolitica,Secretario de Acuerdos de la COE,Movimiento Ciudadano,2014-2016
alanjesusfalomirsaenz,trayectoriapolitica,Coordinador Estatal de la COE,Movimiento Ciudadano,2017 a la fecha
alanjesusfalomirsaenz,cargosdeeleccionpopular,"Regidor(a), Chihuahua - Chihuahua",Movimiento Ciudadano,2013-2016
alanjesusfalomirsaenz,administracionpublicafederal,RAN,Programa Procede,2004
alanjesusfalomirsaenz,administracionpublicafederal,Profesional Ejecutivo,SAT,2005-2006
alanjesusfalomirsaenz,iniciativaprivada,Asesor de Calidad,Grupo Cementos de Chihuahua,2003-2004
alanjesusfalomirsaenz,iniciativaprivada,Asesor,Servicios Profesionales en Administracion Gubernamental,2010-2013
mariadelosangelesgutierrezvaldez,escolaridad,Licenciatura,Educacion,1994-1998
mariadelosangelesgutierrezvaldez,escolaridad,Diplomado,Alta Administracion Municipal,2000
mariadelosangelesgutierrezvaldez,escolaridad,Diplomado,"Liderazgo, calidad y competencias directivas",2007
marthaoliviagarciavidana,escolaridad,Licenciatura,Ingenieria Industrial en Produccion,1988-1993
marthaoliviagarciavidana,trayectoriapolitica,Coordinadora Regional Dto I Durango,MORENA,2017-2018
marthaoliviagarciavidana,trayectoriapolitica,Candidata a Diputada Federal por Durango,MORENA,2018- 2018
marthaoliviagarciavidana,iniciativaprivada,Gerente,Fabrica de Triplay,1993-1994
hildapatriciaorteganajera,escolaridad,Licenciatura,Licenciado en Educacion Media Superior en Espanol,1994-2000
hildapatriciaorteganajera,escolaridad,Licenciatura,Licenciado en Educacion Preescolar,1996-1999
hildapatriciaorteganajera,escolaridad,Profesor,Educacion Pre Escolar,1992-1986
hildapatriciaorteganajera,escolaridad,Comercial,Comercial,1986-1988
hildapatriciaorteganajera,asociacionesalasquepertenece,Secretario Delegacional 0-11-23,SNTE,2000-2003
hildapatriciaorteganajera,asociacionesalasquepertenece,Comisionado de Becas,SNTE,2016-2018
hildapatriciaorteganajera,actividadesdocentes,Docente,Presentacion: Construyendo Equidad,2008
hildapatriciaorteganajera,actividadesdocentes,Docente,Conferencia: Ciclo de cine de debate,2018
arielrodriguezvazquez,escolaridad,Doctorado,Psicoterapia Gestalt,2002-2006
arielrodriguezvazquez,escolaridad,Maestria,"Estudios Sociales, Politicos y Economicos de America Latina",1997-1999
arielrodriguezvazquez,escolaridad,Maestria,Psicoterapia Gestalt,2002-2004
arielrodriguezvazquez,escolaridad,Licenciatura,Comunicacion,1991-1996
arielrodriguezvazquez,trayectoriapolitica,Secretario de Organizacion y Accion Politica en el estado de Guanajuato,Movimiento Ciudadano,2016
arielrodriguezvazquez,trayectoriapolitica,Encargado de Circulos Ciudadanos en el estado de Guanajuato,Movimiento Ciudadano,2017
arielrodriguezvazquez,trayectoriapolitica,Coordinador de la Comision Operativa Provisional en el estado de Guanajuato,Movimiento Ciudadano,2017 a la fecha
arielrodriguezvazquez,actividadesdocentes,Docente,"Asignatura: Relaciones Publicas de las Entidades Gubernamentales, Universidad Iberoamericana, Leon",2011 - 2014
arielrodriguezvazquez,actividadesdocentes,Docente,"Asignatura: Relaciones Publicas de las Entidades Gubernamentales, Universidad de la Salle, Bajio",2011-2014
ma.delosangelesayaladiaz,escolaridad,Maestria,Administracion de Empresas,1991-1994
ma.delosangelesayaladiaz,escolaridad,Licenciatura,Ciencias de la Comunicacion,1985-1989
juancarlosromerohicks,escolaridad,Maestria,Psicologia,1978-1981
juancarlosromerohicks,escolaridad,Maestria,Administracion,1980 - 1981
juancarlosromerohicks,escolaridad,Licenciatura,Relaciones Industriales,1972-1977
juancarlosromerohicks,trayectoriapolitica,Consejero Estatal,PAN,2000 a la fecha
ectorjaimeramirezbarba,escolaridad,Doctorado,Ciencias de la Salud,1993-1994
ectorjaimeramirezbarba,escolaridad,Doctorado,Administracion Publica,2007-2009
ectorjaimeramirezbarba,escolaridad,Maestria,Cirujano General,1981-1984
ectorjaimeramirezbarba,escolaridad,Maestria,Administracion,1986-1989
ectorjaimeramirezbarba,escolaridad,Posgrado,Introduccion a la Especialidad,1980-1981
ectorjaimeramirezbarba,escolaridad,Licenciatura,Medico Cirujano,1973-1978
ectorjaimeramirezbarba,trayectoriapolitica,Coordinador de Diputados Federales GPPAN Guanajuato LX Legislatura,PAN,2006-2007
ectorjaimeramirezbarba,trayectoriapolitica,Presidente de la Comision Organizadora Municipal de Elecciones Leon Municipal de Elecciones Leon,PAN,2011
ectorjaimeramirezbarba,trayectoriapolitica,Consejero Nacional,PAN,2011-2018
ma.delpilarortegamartinez,escolaridad,Maestria,Administracion Publica y Politica Publica,2007-2009
ma.delpilarortegamartinez,escolaridad,Maestria,Comunicacion Politica,2016-2018
ma.delpilarortegamartinez,escolaridad,Posgrado,Notaria Publica,1994
ma.delpilarortegamartinez,escolaridad,Posgrado,Derecho Constitucional,2002
ma.delpilarortegamartinez,escolaridad,Licenciatura,Derecho,1987-1991
ma.delpilarortegamartinez,trayectoriapolitica,Consejera estatal,PAN,2002 a la fecha
ma.delpilarortegamartinez,trayectoriapolitica,Consejera nacional,PAN,2004-2007 -2016 a la fecha
ma.delpilarortegamartinez,trayectoriapolitica,Presidenta Comision de Orden Guanajuato,PAN,2008-2011
ma.delpilarortegamartinez,trayectoriapolitica,Secretaria de Promocion Politica de la Mujer,PAN,2012-2014
ma.delpilarortegamartinez,experiencialegislativa,"Diputada(o) Federal Propietario, PAN",LX Legislatura,2006-2009
ma.delpilarortegamartinez,experiencialegislativa,"Senador(a) de la Republica Suplente,",LXII Legislatura,2012-2018
ma.delpilarortegamartinez,administracionpublicafederal,Magistrada del Tribunal Federal de Conciliacion y Arbitraje,Secretaria de Gobernacion,2009-2010
ma.delpilarortegamartinez,administracionpublicalocal,Procuradora de la Defensa del Trabajo,Gobierno del estado de Guanajuato,1995-1997
ma.delpilarortegamartinez,administracionpublicalocal,Directora de Notarias,Gobierno del estado de Guanajuato,2000-2003
ma.delpilarortegamartinez,administracionpublicalocal,Directora General del Registro Publico de Notarias,Gobierno del estado de Guanajuato,2003-2006
ma.delpilarortegamartinez,administracionpublicalocal,Secretaria Ejecutiva del Sistema Estatal de Seguridad Publica,Gobierno del estado de Guanajuato,No proporciono
ma.delpilarortegamartinez,publicaciones,El nacimiento De la Nueva Justicia Penal en Mexico (co-coordinadora),Libro,2016
justinoeugenioarriagarojas,escolaridad,Maestria,Politica y Gestion Publica,2012
justinoeugenioarriagarojas,escolaridad,Maestria,Derecho Notarial,2018
justinoeugenioarriagarojas,escolaridad,Licenciatura,Derecho,2010
justinoeugenioarriagarojas,trayectoriapolitica,"Secretario Municipal de Accion Juvenil, Salamanca, Guanajuato",PAN,2009
justinoeugenioarriagarojas,trayectoriapolitica,Consejero estatal,PAN,2009-2015
justinoeugenioarriagarojas,trayectoriapolitica,Capacitador Nacional en el Sistema de Capacitadores (SCAN),PAN,2012-2018
janetmelaniemurillochavez,escolaridad,Especialidad,Mediacion y Justicia Alternativa,2009
janetmelaniemurillochavez,escolaridad,Licenciatura,Derecho,1999-2004
liliavillafuertezavala,escolaridad,Maestria,Imparticion de Justicia Civil,2002 - 2004
liliavillafuertezavala,escolaridad,Posgrado,Notaria Publica,1995 - 1996
liliavillafuertezavala,escolaridad,Licenciatura,Derecho,1982 - 1986
liliavillafuertezavala,escolaridad,Taller,Curso de Capacitacion a derechos humanos y la perspectiva de genero en resolucion judicial.,2009
