inic_edo,nom_edo,nombre,tipo_elec,onomastico,suplente,edo,ent,ent_2,correo,ext
irm_guerrero,idaliareyesmiguel_guerrero,Dip. Idalia Reyes Miguel,Representacion proporcional,15-ago-76,Nachelli Soria Morales,Guerrero,Circunscripcion:4,C-069,idalia.reyes@diputados.gob.mx,61336
mhm_guerrero,manuelhuertamartinez_guerrero,Dip. Manuel Huerta Martinez,Representacion proporcional,02-dic-63,Vicente Paul Espinosa Guadarrama,Guerrero,Circunscripcion:4,D-102,mhuerta.martinez@diputados.gob.mx,61338
apb_ciudad de mexico,adelapinabernal_ciudad de mexico,Dip. Adela Pina Bernal,Representacion proporcional,28-dic-64,Esther Giles Morales,Ciudad de Mexico,Circunscripcion:4,I-312,adela.pina@diputados.gob.mx,61260
mac_ciudad de mexico,maximinoalejandrocandelaria_ciudad de mexico,Dip. Maximino Alejandro Candelaria,Representacion proporcional,08-ene-77,Luis Alfredo Ortiz Pantoja,Ciudad de Mexico,Circunscripcion:4,G-223,maximino.alejandro@diputados.gob.mx,61254
lfo_ciudad de mexico,luciafloresolivo_ciudad de mexico,Dip. Lucia Flores Olivo,Representacion proporcional,09-abr-65,Gisela Barrera Badillo,Ciudad de Mexico,Circunscripcion:4,L-441,lucia.flores@diputados.gob.mx,61296
arhg_puebla,agustinreynaldohuertagonzalez_puebla,Dip. Agustin Reynaldo Huerta Gonzalez,Representacion proporcional,07-may-62,Juan Pablo Gonzalez Lima,Puebla,Circunscripcion:4,C-072,agustin.huerta@diputados.gob.mx,61549
sgu_tlaxcala,silvanogarayulloa_tlaxcala,Dip. Silvano Garay Ulloa,Representacion proporcional,10-feb-59,--- --- ---,Tlaxcala,Circunscripcion:4,F-201,silvano.garay@diputados.gob.mx,62014
iarr_mexico,ivanarturorodriguezrivera_mexico,Dip. Ivan Arturo Rodriguez Rivera (LICENCIA),Representacion proporcional,02-may-74,Mario Manuel Sanchez Villafuerte(en funciones),Mexico,Circunscripcion:5,E-126,ivan.rodriguez@diputados.gob.mx,59916
larh_mexico,lauraangelicarojashernandez_mexico,Dip. Laura Angelica Rojas Hernandez,Representacion proporcional,26-dic-75,Beatriz Balanzar Sanchez,Mexico,Circunscripcion:5,A-002,laura.rojas@diputados.gob.mx,59887
jlpr_colima,jorgeluispreciadorodriguez_colima,Dip. Jorge Luis Preciado Rodriguez,Representacion proporcional,09-ago-72,Oscar Carlos Zurroza Barrera,Colima,Circunscripcion:5,K-374,jorge.preciado@diputados.gob.mx,57233
mlsm_colima,marialiduvinasandovalmendoza_colima,Dip. Maria Liduvina Sandoval Mendoza,Representacion proporcional,24-ene-76,Elena Gabriela Ocon Corona,Colima,Circunscripcion:5,G-206,liduvina.sandoval@diputados.gob.mx,59888
atr_michoacan,adolfotorresramirez_michoacan,Dip. Adolfo Torres Ramirez,Representacion proporcional,18-nov-80,Armando Aviles Garcia,Michoacan,Circunscripcion:5,E-128,adolfo.torres@diputados.gob.mx,59892
grl_hidalgo,gloriaromeroleon_hidalgo,Dip. Gloria Romero Leon,Representacion proporcional,25-ene-64,Gloria Isabel Vite Cruz,Hidalgo,Circunscripcion:5,I-290,gloria.romero@diputados.gob.mx,59884
ctp_michoacan,carlostorrespina_michoacan,Dip. Carlos Torres Pina,Representacion proporcional,01-mar-79,Alejandro Mendoza Olvera,Michoacan,Circunscripcion:5,L-428,ctorres.pina@diputados.gob.mx,58046
mbr_mexico,monicabautistarodriguez_mexico,Dip. Monica Bautista Rodriguez,Representacion proporcional,13-feb-76,Maria Isabel Monroy Garcia,Mexico,Circunscripcion:5,M-462,monica.bautista@diputados.gob.mx,55162
jsn_mexico,javiersalinasnarvaez_mexico,Dip. Javier Salinas Narvaez,Representacion proporcional,22-nov-65,Efrain Garcia Becerra,Mexico,Circunscripcion:5,L-454,javier.salinas@diputados.gob.mx,61711
jdca_mexico,jacobodavidchejaalfaro_mexico,Dip. Jacobo David Cheja Alfaro,Representacion proporcional,08-oct-65,Erick Jair Miranda Hernandez,Mexico,Circunscripcion:5,C-058,jacobo.cheja@diputados.gob.mx,62610
rsr_mexico,ruthsalinasreyes_mexico,Dip. Ruth Salinas Reyes,Representacion proporcional,19-feb-85,Miriam Alejandra Cedillo Conde,Mexico,Circunscripcion:5,E-131,ruth.salinas@diputados.gob.mx,62654
eor_michoacan,enriqueochoareza_michoacan,Dip. Enrique Ochoa Reza,Representacion proporcional,01-sep-72,Fernando Elias Calles Alvarez,Michoacan,Circunscripcion:5,G-215,enrique.ochoa@diputados.gob.mx,59452
alha_mexico,analiliaherreraanzaldo_mexico,Dip. Ana Lilia Herrera Anzaldo,Representacion proporcional,29-ago-71,Laura Isabel Hernandez Pichardo,Mexico,Circunscripcion:5,E-134,ana.herrera@diputados.gob.mx,59454
lemn_mexico,luisenriquemirandanava_mexico,Dip. Luis Enrique Miranda Nava,Representacion proporcional,04-feb-65,Paulo Cesar Juarez Segura,Mexico,Circunscripcion:5,F-174,luis.miranda@diputados.gob.mx,59476
mgvg_mexico,marcelaguillerminavelascogonzalez_mexico,Dip. Marcela Guillermina Velasco Gonzalez,Representacion proporcional,25-jun-52,Ma. Dina Herrera Soto,Mexico,Circunscripcion:5,G-217,marcela.velasco@diputados.gob.mx,59514
baap_mexico,brasilalbertoacostapena_mexico,Dip. Brasil Alberto Acosta Pena,Representacion proporcional,21-jun-70,Santiago Alberto Ruiz Francisco,Mexico,Circunscripcion:5,I-301,brasil.acosta@diputados.gob.mx,59512
xpdlm_colima,ximenapuentedelamora_colima,Dip. Ximena Puente De La Mora,Representacion proporcional,12-mar-77,Viviana Cristal Mondragon Lazo,Colima,Circunscripcion:5,B-034,ximena.puente@diputados.gob.mx,59434
ejna_mexico,ernestojaviernemeralvarez_mexico,Dip. Ernesto Javier Nemer Alvarez (LICENCIA),Representacion proporcional,17-jul-61,Oscar Jimenez Rayon(en funciones),Mexico,Circunscripcion:5,G-217,ernesto.nemer@diputados.gob.mx,59474
lbf_mexico,laurabarrerafortoul_mexico,Dip. Laura Barrera Fortoul,Representacion proporcional,10-may-76,Brenda Liz Palomares Mendez,Mexico,Circunscripcion:5,J-343,laura.barrera@diputados.gob.mx,59440
avv_mexico,alejandroviedmavelazquez_mexico,Dip. Alejandro Viedma Velazquez,Representacion proporcional,11-nov-91,Emilio Acosta Martinez,Mexico,Circunscripcion:5,I-316,alejandro.viedma@diputados.gob.mx,61416
lmgo_mexico,leticiamarianagomezordaz_mexico,Dip. Leticia Mariana Gomez Ordaz,Representacion proporcional,06-mar-83,Martha Ramirez Bravo,Mexico,Circunscripcion:5,G-213,leticia.gomez@diputados.gob.mx,59612
jsan_mexico,jesussergioalcantaranunez_mexico,Dip. Jesus Sergio Alcantara Nunez,Representacion proporcional,21-jun-65,Fernando Danel Villareal,Mexico,Circunscripcion:5,I-295,jesus.alcantara@diputados.gob.mx,59614
sbj_mexico,socorrobahenajimenez_mexico,Dip. Socorro Bahena Jimenez,Representacion proporcional,10-ago-88,Eugenia Flores Fuentes,Mexico,Circunscripcion:5,F-192,socorro.bahena@diputados.gob.mx,61470
pdas_mexico,pedrodanielabasolosanchez_mexico,Dip. Pedro Daniel Abasolo Sanchez,Representacion proporcional,03-feb-91,Carlos Alejandro Mendoza Alvarez,Mexico,Circunscripcion:5,G-232,pedro.abasolo@diputados.gob.mx,61424
rcao_michoacan,reynacelesteascencioortega_michoacan,Dip. Reyna Celeste Ascencio Ortega,Representacion proporcional,05-ene-93,Carolina Rangel Gracida,Michoacan,Circunscripcion:5,K-400,reyna.ascencio@diputados.gob.mx,61130
hmm_michoacan,hirepanmayamartinez_michoacan,Dip. Hirepan Maya Martinez,Representacion proporcional,02-dic-77,Miguel Angel Sandoval Rodriguez,Michoacan,Circunscripcion:5,K-401,hirepan.maya@diputados.gob.mx,61126
scg_mexico,susanacanogonzalez_mexico,Dip. Susana Cano Gonzalez,Representacion proporcional,02-jun-49,Maria Guadalupe Roldan Gonzalez,Mexico,Circunscripcion:5,H-276,susana.cano@diputados.gob.mx,61418
hdo_mexico,horacioduarteolivares_mexico,Dip. Horacio Duarte Olivares (LICENCIA),Representacion proporcional,05-nov-71,Sergio Carlos Gutierrez Luna(en funciones),Mexico,Circunscripcion:5,I-308,horacio.duarte@diputados.gob.mx,61432
jcl_mexico,juanacarrilloluna_mexico,Dip. Juana Carrillo Luna,Representacion proporcional,24-jun-63,Talia Del Carmen Vazquez Alatorre,Mexico,Circunscripcion:5,F-190,juana.carrillo@diputados.gob.mx,61496
sph_mexico,sergioperezhernandez_mexico,Dip. Sergio Perez Hernandez,Representacion proporcional,08-oct-77,Ventura Garcia Hernandez,Mexico,Circunscripcion:5,H-275,sergio.perez@diputados.gob.mx,61464
mmsb_hidalgo,mariamarivelsolisbarrera_hidalgo,Dip. Maria Marivel Solis Barrera,Representacion proporcional,03-ene-59,--- --- ---,Hidalgo,Circunscripcion:5,C-073,maria.solis@diputados.gob.mx,61740
magr_mexico,marcoantoniogonzalezreyes_mexico,Dip. Marco Antonio Gonzalez Reyes,Representacion proporcional,07-nov-80,Raul Diaz Jimenez,Mexico,Circunscripcion:5,G-228,marcoantoniogonzalez@diputados.gob.mx,61472
jgz_michoacan,julietagarciazepeda_michoacan,Dip. Julieta Garcia Zepeda (LICENCIA),Representacion proporcional,20-mar-65,Isaina Sarahi Renteria Infante(en funciones),Michoacan,Circunscripcion:5,I-320,julieta.garcia@diputados.gob.mx,61116
hrrl_hidalgo,hugorafaelruizlustre_hidalgo,Dip. Hugo Rafael Ruiz Lustre,Representacion proporcional,22-ago-65,Alejandro Canek Vazquez Gongora,Hidalgo,Circunscripcion:5,A-017,hugo.ruiz@diputados.gob.mx,58025
mgeco_mexico,mariaguadalupeedithcastanedaortiz_mexico,Dip. Maria Guadalupe Edith Castaneda Ortiz,Representacion proporcional,12-dic-65,Viridiana Rojas Portuguez,Mexico,Circunscripcion:5,D-108,edith.castaneda@diputados.gob.mx,61498
fjrn_mexico,franciscojavierramireznavarrete_mexico,Dip. Francisco Javier Ramirez Navarrete,Representacion proporcional,03-ene-88,Isaias Gomez Vences,Mexico,Circunscripcion:5,H-271,javier.ramirez@diputados.gob.mx,61420
mcp_michoacan,mariachavezperez_michoacan,Dip. Maria Chavez Perez,Representacion proporcional,15-ago-63,Ana Santillan Mendez,Michoacan,Circunscripcion:5,J-359,mchavez.perez@diputados.gob.mx,61136
agr_michoacan,agustingarciarubio_michoacan,Dip. Agustin Garcia Rubio,Representacion proporcional,05-jun-73,Gustavo Arciga Torres,Michoacan,Circunscripcion:5,J-357,agustin.garcia@diputados.gob.mx,61128
emmt_mexico,edithmarisolmercadotorres_mexico,Dip. Edith Marisol Mercado Torres,Representacion proporcional,15-sep-86,Yuridia Elizabeth Castillo Correa,Mexico,Circunscripcion:5,G-229,edith.mercado@diputados.gob.mx,61476
rsf_michoacan,reginaldosandovalflores_michoacan,Dip. Reginaldo Sandoval Flores,Representacion proporcional,14-may-67,--- --- ---,Michoacan,Circunscripcion:5,A-023,reginaldo.sandoval@diputados.gob.mx,62002
