CURP,Nombre,TipoLegislacion,Partido_x,FechaNacimiento_x,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura,inic_edo,nom_edo,tipo_elec,FechaNacimiento_y,edo,ent,Partido_y,N°,Grupo Parlamentario,Entidad federativa,Distrito / Circunscripción,Tipo de elección,Releccion 
DFA,Adriana Davila Fernandez,Senadora Propietario,PAN,30/12/1970, Tlaxcala ,Primera Minoría, Tlaxcala ,Licenciatura,Comunicación,LXII,29/08/2012,31/08/2015,adf_tlaxcala,adrianadavilafernandez_tlaxcala,Representacion proporcional,30/12/1970,Tlaxcala,Circunscripcion:4,,6,PAN,Tlaxcala,4a Circunscripción,Representación proporcional,SI
DFA,Adriana Davila Fernandez,Senadora Propietario,PAN,30/12/1970, Tlaxcala ,Primera Minoría, Tlaxcala ,Licenciatura,Comunicación,LXIII,29/08/2015,31/08/2018,adf_tlaxcala,adrianadavilafernandez_tlaxcala,Representacion proporcional,30/12/1970,Tlaxcala,Circunscripcion:4,,6,PAN,Tlaxcala,4a Circunscripción,Representación proporcional,SI
DFA,Adriana Davila Fernandez,Diputada Propietario,PAN,30/12/1970, Tlaxcala ,Representación Proporcional, Tlaxcala Circunscripción: Cuarta ,Licenciatura,Comunicación,LXIV,29/08/2018,31/08/2021,adf_tlaxcala,adrianadavilafernandez_tlaxcala,Representacion proporcional,30/12/1970,Tlaxcala,Circunscripcion:4,,6,PAN,Tlaxcala,4a Circunscripción,Representación proporcional,SI
ARA,Aleida Alavez Ruiz,Diputada Propietario,PRD,10/01/1974, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 17 (Cuajimalpa de Morelos) ,Licenciatura,Comunicación,LX,28/08/2006,01/09/2009,aar_ciudad de mexico,aleidaalavezruiz_ciudad de mexico,Mayoria Relativa,10/01/1974,Ciudad de Mexico,Distrito:19,,13,MORENA,Ciudad de México,Distrito 19,Mayoría relativa,SI
ARA,Aleida Alavez Ruiz,Diputada Propietario,PRD,10/01/1974, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 19 (Iztapalapa) ,Licenciatura,Comunicación,LXII,29/08/2012,31/08/2015,aar_ciudad de mexico,aleidaalavezruiz_ciudad de mexico,Mayoria Relativa,10/01/1974,Ciudad de Mexico,Distrito:19,,13,MORENA,Ciudad de México,Distrito 19,Mayoría relativa,SI
ARA,Aleida Alavez Ruiz,Diputada Propietario,Morena,10/01/1974, Distrito Federal ,Mayoría Relativa, Ciudad de México Distrito: 19 (Iztapalapa) ,Licenciatura,Comunicación,LXIV,29/08/2018,31/08/2021,aar_ciudad de mexico,aleidaalavezruiz_ciudad de mexico,Mayoria Relativa,10/01/1974,Ciudad de Mexico,Distrito:19,,13,MORENA,Ciudad de México,Distrito 19,Mayoría relativa,SI
OMA,Antonio Ortega Martinez,Diputado Propietario,PRD,28/07/1954, ,Representación Proporcional, Aguascalientes Circunscripción: Segunda ,Licenciatura,Ingeniería,LX,28/08/2006,01/09/2009,aom_aguascalientes,antonioortegamartinez_aguascalientes,Representacion proporcional,28/07/1954,Aguascalientes,Circunscripcion:2,,,,,,,
OMA,Antonio Ortega Martinez,Diputado Propietario,PRD,28/07/1954, ,Representación Proporcional, Aguascalientes Circunscripción: Segunda ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021,aom_aguascalientes,antonioortegamartinez_aguascalientes,Representacion proporcional,28/07/1954,Aguascalientes,Circunscripcion:2,,,,,,,
MGB,Beatriz Manrique Guevara,Diputada Suplente,PVEM,20/05/1967, Guanajuato ,Representación Proporcional, Aguascalientes Circunscripción: Segunda ,Maestría,Ciencias políticas y sociales,LX,28/08/2006,01/09/2009,bmg_guanajuato,beatrizmanriqueguevara_guanajuato,Representacion proporcional,20/05/1967,Guanajuato,Circunscripcion:2,,,,,,,
PSCA,Carlos Alberto Puente Salas,Diputado Suplente,PVEM,16/12/1971, Zacatecas ,Representación Proporcional, Coahuila Circunscripción: Segunda ,Preparatoria,,LX,28/08/2006,01/09/2009,caps_zacatecas,carlosalbertopuentesalas_zacatecas,Representacion proporcional,16/12/1971,Zacatecas,Circunscripcion:2,,58,PVEM,Zacatecas,2ª Circunscripción,Representación proporcional,SI
PSCA,Carlos Alberto Puente Salas,Senador Propietario,PVEM,16/12/1971, Zacatecas ,Mayoría Relativa, Zacatecas ,Preparatoria,,LXII,29/08/2012,31/08/2015,caps_zacatecas,carlosalbertopuentesalas_zacatecas,Representacion proporcional,16/12/1971,Zacatecas,Circunscripcion:2,,58,PVEM,Zacatecas,2ª Circunscripción,Representación proporcional,SI
PSCA,Carlos Alberto Puente Salas,Senador Propietario,PVEM,16/12/1971, Zacatecas ,Mayoría Relativa, Zacatecas ,Preparatoria,,LXIII,29/08/2015,31/08/2018,caps_zacatecas,carlosalbertopuentesalas_zacatecas,Representacion proporcional,16/12/1971,Zacatecas,Circunscripcion:2,,58,PVEM,Zacatecas,2ª Circunscripción,Representación proporcional,SI
PSCA,Carlos Alberto Puente Salas,Diputado Propietario,PVEM,16/12/1971, Zacatecas ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,caps_zacatecas,carlosalbertopuentesalas_zacatecas,Representacion proporcional,16/12/1971,Zacatecas,Circunscripcion:2,,58,PVEM,Zacatecas,2ª Circunscripción,Representación proporcional,SI
SBC,Carlos Sanchez Barrios,Diputado Propietario,PRD,17/08/1957, ,Mayoría Relativa, Guerrero Distrito: 7 (Chilpancingo de los Bravo) ,Maestría,Ciencias políticas y sociales,LX,28/08/2006,01/09/2009,csb_guerrero,carlossanchezbarrios_guerrero,Mayoria Relativa,17/08/1957,Guerrero,Distrito:7,,67,MORENA,Guerrero,Distrito 7,Mayoría relativa,SI
SBC,Carlos Sanchez Barrios,Diputado Propietario,Morena,17/08/1957, ,Mayoría Relativa, Guerrero Distrito: 7 (Chilpancingo) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,csb_guerrero,carlossanchezbarrios_guerrero,Mayoria Relativa,17/08/1957,Guerrero,Distrito:7,,67,MORENA,Guerrero,Distrito 7,Mayoría relativa,SI
EGF,Francisco Elizondo Garrido,Diputado Propietario,PVEM,17/01/1982, ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Pasante/Licenciatura trunca,Derecho,LX,28/08/2006,01/09/2009,feg_nuevo leon,franciscoelizondogarrido_nuevo leon,Representacion proporcional,17/01/1982,Nuevo Leon,Circunscripcion:2,,139,MORENA,Nuevo León,2ª Circunscripción,Representación proporcional,SI
EGF,Francisco Elizondo Garrido,Diputado Propietario,Morena,17/01/1982, ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021,feg_nuevo leon,franciscoelizondogarrido_nuevo leon,Representacion proporcional,17/01/1982,Nuevo Leon,Circunscripcion:2,,139,MORENA,Nuevo León,2ª Circunscripción,Representación proporcional,SI
BPIT,Itzcoatl Tonatiuh Bravo Padilla,Diputado Propietario,PRD,07/02/1960, ,Representación Proporcional, Jalisco Circunscripción: Primera ,Maestría,Ciencias políticas y sociales,LX,28/08/2006,01/09/2009,itbp_jalisco,itzcoatltonatiuhbravopadilla_jalisco,Representacion proporcional,07/02/1960,Jalisco,Circunscripcion:1,,180,MC,Jalisco,1ª Circunscripción,Representación proporcional,SI
ANJS,Jesus Sergio Alcantara Nuñez,Diputado Propietario,PRI,21/06/1965, México ,Mayoría Relativa, México Distrito: 1 (Jilotepec de Andrés Molina) ,Licenciatura,Ciencias políticas y sociales,LX,28/08/2006,01/09/2009,jsan_mexico,jesussergioalcantaranunez_mexico,Representacion proporcional,21/06/1965,Mexico,Circunscripcion:5,,192,PRI,México,5ª Circunscripción,Representación proporcional,SI
ANJS,Jesus Sergio Alcantara Nuñez,Diputado Propietario,PRI,21/06/1965, México ,Representación Proporcional, México Circunscripción: Quinta ,Doctorado,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,jsan_mexico,jesussergioalcantaranunez_mexico,Representacion proporcional,21/06/1965,Mexico,Circunscripcion:5,,192,PRI,México,5ª Circunscripción,Representación proporcional,SI
LCJM,Jose Martin Lopez Cisneros,Diputado Propietario,PAN,11/11/1972, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Maestría,Administración y contaduría,LX,28/08/2006,01/09/2009,jmlc_nuevo leon,josemartinlopezcisneros_nuevo leon,Mayoria Relativa,11/11/1972,Nuevo Leon,Distrito:10,,214,PAN,Nuevo León,Distrito 10,Mayoría relativa,SI
LCJM,Jose Martin Lopez Cisneros,Diputado Propietario,PAN,11/11/1972, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 7 (Monterrey) ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015,jmlc_nuevo leon,josemartinlopezcisneros_nuevo leon,Mayoria Relativa,11/11/1972,Nuevo Leon,Distrito:10,,214,PAN,Nuevo León,Distrito 10,Mayoría relativa,SI
RHLA,Laura Angelica Rojas Hernandez,Diputada Propietario,PAN,26/12/1975, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Ciencias políticas y sociales,LX,28/08/2006,01/09/2009,larh_mexico,lauraangelicarojashernandez_mexico,Representacion proporcional,26/12/1975,Mexico,Circunscripcion:5,,241,PAN,México,Distrito 5,Mayoría relativa,SI
RHLA,Laura Angelica Rojas Hernandez,Senadora Propietario,PAN,26/12/1975, Distrito Federal ,Representación Proporcional, N/A ,Licenciatura,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015,larh_mexico,lauraangelicarojashernandez_mexico,Representacion proporcional,26/12/1975,Mexico,Circunscripcion:5,,241,PAN,México,Distrito 5,Mayoría relativa,SI
RHLA,Laura Angelica Rojas Hernandez,Senadora Propietario,PAN,26/12/1975, Distrito Federal ,Representación Proporcional, N/A ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018,larh_mexico,lauraangelicarojashernandez_mexico,Representacion proporcional,26/12/1975,Mexico,Circunscripcion:5,,241,PAN,México,Distrito 5,Mayoría relativa,SI
RHLA,Laura Angelica Rojas Hernandez,Diputada Propietario,PAN,26/12/1975, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,larh_mexico,lauraangelicarojashernandez_mexico,Representacion proporcional,26/12/1975,Mexico,Circunscripcion:5,,241,PAN,México,Distrito 5,Mayoría relativa,SI
GUS,Silvano Garay Ulloa,Diputado Propietario,PT,10/02/1959, San Luis Potosí ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Derecho,LX,28/08/2006,01/09/2009,sgu_tlaxcala,silvanogarayulloa_tlaxcala,Representacion proporcional,10/02/1959,Tlaxcala,Circunscripcion:4,,419,PT,Tlaxcala,4ª Circunscripción,Representación proporcional,SI
GUS,Silvano Garay Ulloa,Diputado,PT,10/02/1959, San Luis Potosí ,Representación Proporcional, Tlaxcala Circunscripción: Cuarta ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,sgu_tlaxcala,silvanogarayulloa_tlaxcala,Representacion proporcional,10/02/1959,Tlaxcala,Circunscripcion:4,,419,PT,Tlaxcala,4ª Circunscripción,Representación proporcional,SI
VLVG,Victor Gabriel Varela Lopez,Diputado Propietario,PRD,20/04/1973, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 22 (Iztapalapa) ,Preparatoria,,LX,28/08/2006,01/09/2009,vgvl_ciudad de mexico,victorgabrielvarelalopez_ciudad de mexico,Mayoria Relativa,20/04/1973,Ciudad de Mexico,Distrito:22,,440,MORENA,Ciudad de México,Distrito 22,Mayoría relativa,SI
VLVG,Victor Gabriel Varela Lopez,Diputado Propietario,Morena,20/04/1973, Distrito Federal ,Mayoría Relativa, Ciudad de México Distrito: 22 (Iztapalapa) ,Preparatoria,,LXIV,29/08/2018,31/08/2021,vgvl_ciudad de mexico,victorgabrielvarelalopez_ciudad de mexico,Mayoria Relativa,20/04/1973,Ciudad de Mexico,Distrito:22,,440,MORENA,Ciudad de México,Distrito 22,Mayoría relativa,SI
RBÉJ,Ector Jaime Ramirez Barba,Diputado Propietario,PAN,01/12/1956, ,Mayoría Relativa, Guanajuato Distrito: 5 (León) ,Doctorado,Ciencias de la salud,LX,28/08/2006,01/09/2009,ejrb_guanajuato,ectorjaimeramirezbarba_guanajuato,Mayoria Relativa,01/12/1956,Guanajuato,Distrito:5,,102,PAN,Guanajuato,Distrito 5,Mayoría relativa,SI
RBÉJ,Ector Jaime Ramirez Barba,Diputado Propietario,PAN,01/12/1956, ,Mayoría Relativa, Guanajuato Distrito: 5 (León) ,Doctorado,Ciencias de la salud,LXIV,29/08/2018,31/08/2021,ejrb_guanajuato,ectorjaimeramirezbarba_guanajuato,Mayoria Relativa,01/12/1956,Guanajuato,Distrito:5,,102,PAN,Guanajuato,Distrito 5,Mayoría relativa,SI
CCA,Armando Contreras Castillo,Senador Suplente,PRD,01/01/1900, ,Mayoría Relativa, Oaxaca ,Licenciatura,,LXI,29/08/2009,31/08/2012,acc_oaxaca,armandocontrerascastillo_oaxaca,Representacion proporcional,13/04/1966,Oaxaca,Circunscripcion:3,,40,MORENA,Oaxaca,3ª Circunscripción,Representación proporcional,SI
CCA,Armando Contreras Castillo,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Licenciatura,Económico-financiera,LXIV,29/08/2018,31/08/2021,acc_oaxaca,armandocontrerascastillo_oaxaca,Representacion proporcional,13/04/1966,Oaxaca,Circunscripcion:3,,40,MORENA,Oaxaca,3ª Circunscripción,Representación proporcional,SI
ZSE,Eduardo Zarzosa Sanchez,Diputado Propietario,PRI,16/12/1973, México ,Mayoría Relativa, México Distrito: 9 (Ixtlahuaca de Rayón) ,Pasante/Licenciatura trunca,Derecho,LXI,29/08/2009,31/08/2012,ezs_mexico,eduardozarzosasanchez_mexico,Mayoria Relativa,16/12/1973,Mexico,Distrito:9,,109,PRI,México,Distrito 9,Mayoría relativa,SI
RLG,Gloria Romero Leon,Diputada Propietario,PAN,25/01/1964, Hidalgo ,Representación Proporcional, Hidalgo Circunscripción: Quinta ,Licenciatura,Administración y contaduría,LXI,29/08/2009,31/08/2012,grl_hidalgo,gloriaromeroleon_hidalgo,Representacion proporcional,25/01/1964,Hidalgo,Circunscripcion:5,,150,PAN,Hidalgo,5ª Circunscripción,Representación proporcional,SI
RLG,Gloria Romero Leon,Diputada Propietario,PAN,25/01/1964, Hidalgo ,Representación Proporcional, Hidalgo Circunscripción: Quinta ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,grl_hidalgo,gloriaromeroleon_hidalgo,Representacion proporcional,25/01/1964,Hidalgo,Circunscripcion:5,,150,PAN,Hidalgo,5ª Circunscripción,Representación proporcional,SI
VSI,Indira Vizcaino Silva,Diputada Propietario,PRD,14/01/1987, Colima ,Representación Proporcional, Colima Circunscripción: Quinta ,Pasante/Licenciatura trunca,Derecho,LXI,29/08/2009,31/08/2012,ivs_colima,indiravizcainosilva_colima,Mayoria Relativa,14/01/1987,Colima,Distrito:2,,,,,,,
ARJE,Justino Eugenio Arriaga Rojas,Diputado Propietario,PAN,20/09/1979, Guanajuato ,Representación Proporcional, Guanajuato Circunscripción: Segunda ,Maestría,Ciencias políticas y sociales,LXI,29/08/2009,31/08/2012,jear_guanajuato,justinoeugenioarriagarojas_guanajuato,Mayoria Relativa,20/09/1979,Guanajuato,Distrito:8,,235,PAN,Guanajuato,Distrito 8,Mayoría relativa,SI
ARJE,Justino Eugenio Arriaga Rojas,Diputado Propietario,PAN,20/09/1979, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 8 (Salamanca) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021,jear_guanajuato,justinoeugenioarriagarojas_guanajuato,Mayoria Relativa,20/09/1979,Guanajuato,Distrito:8,,235,PAN,Guanajuato,Distrito 8,Mayoría relativa,SI
GGME,Martha Elena Garcia Gomez,Diputada Propietario,PAN,03/05/1945, ,Mayoría Relativa, Nayarit Distrito: 2 (Tepic) ,Técnico,Administración y contaduría,LXI,29/08/2009,31/08/2012,megg_nayarit,marthaelenagarciagomez_nayarit,Representacion proporcional,03/05/1945,Nayarit,Circunscripcion:1,,,,,,,
GGME,Martha Elena Garcia Gomez,Senadora Propietario,PAN,03/05/1945, ,Primera Minoría, Nayarit ,Técnico,Administración y contaduría,LXII,29/08/2012,31/08/2015,megg_nayarit,marthaelenagarciagomez_nayarit,Representacion proporcional,03/05/1945,Nayarit,Circunscripcion:1,,,,,,,
GGME,Martha Elena Garcia Gomez,Senadora Propietario,PAN,03/05/1945, ,Primera Minoría, Nayarit ,Técnico,Administración y contaduría,LXIII,29/08/2015,31/08/2018,megg_nayarit,marthaelenagarciagomez_nayarit,Representacion proporcional,03/05/1945,Nayarit,Circunscripcion:1,,,,,,,
GGME,Martha Elena Garcia Gomez,Diputada Propietario,PAN,03/05/1945, ,Representación Proporcional, Nayarit Circunscripción: Primera ,Técnico,Administración y contaduría,LXIV,29/08/2018,31/08/2021,megg_nayarit,marthaelenagarciagomez_nayarit,Representacion proporcional,03/05/1945,Nayarit,Circunscripcion:1,,,,,,,
AMME,Maria Ester Alonzo Morales,Diputada Suplente,PRI,15/01/1959, Yucatán ,Mayoría Relativa, Yucatán Distrito: 2 (Progreso) ,,,LXI,29/08/2009,31/08/2012,meam_yucatan,mariaesteralonzomorales_yucatan,Mayoria Relativa,15/01/1959,Yucatan,Distrito:2,,308,PRI,Yucatán,Distrito 2,Mayoría relativa,SI
AMME,Maria Ester Alonzo Morales,Diputada Propietario,PRI,15/01/1959, Yucatán ,Mayoría Relativa, Yucatán Distrito: 2 (Progreso) ,Preparatoria,,LXIV,29/08/2018,31/08/2021,meam_yucatan,mariaesteralonzomorales_yucatan,Mayoria Relativa,15/01/1959,Yucatan,Distrito:2,,308,PRI,Yucatán,Distrito 2,Mayoría relativa,SI
TPMM,Maria Marcela Torres Peimbert,Diputada Propietario,PAN,07/10/1961, Distrito Federal ,Representación Proporcional, Querétaro Circunscripción: Segunda ,Maestría,Psicología,LXI,29/08/2009,31/08/2012,mmtp_queretaro,mariamarcelatorrespeimbert_queretaro,Representacion proporcional,07/10/1961,Queretaro,Circunscripcion:2,,,,,,,
TPMM,Maria Marcela Torres Peimbert,Senadora Propietario,PAN,07/10/1961, Distrito Federal ,Mayoría Relativa, Querétaro ,Maestría,Ciencias de la salud,LXII,29/08/2012,31/08/2015,mmtp_queretaro,mariamarcelatorrespeimbert_queretaro,Representacion proporcional,07/10/1961,Queretaro,Circunscripcion:2,,,,,,,
TPMM,Maria Marcela Torres Peimbert,Senadora Propietario,PAN,07/10/1961, Distrito Federal ,Mayoría Relativa, Querétaro ,Maestría,Ciencias de la salud,LXIII,29/08/2015,31/08/2018,mmtp_queretaro,mariamarcelatorrespeimbert_queretaro,Representacion proporcional,07/10/1961,Queretaro,Circunscripcion:2,,,,,,,
TPMM,Maria Marcela Torres Peimbert,Diputada Propietario,PAN,07/10/1961, Distrito Federal ,Representación Proporcional, Querétaro Circunscripción: Segunda ,Maestría,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,mmtp_queretaro,mariamarcelatorrespeimbert_queretaro,Representacion proporcional,07/10/1961,Queretaro,Circunscripcion:2,,,,,,,
HCS,Samuel Herrera Chavez,Diputado Propietario,PRD,17/09/1954, ,Mayoría Relativa, Zacatecas Distrito: 4 (Guadalupe) ,Licenciatura,Agropecuaria y zootecnia,LXI,29/08/2009,31/08/2012,shc_zacatecas,samuelherrerachavez_zacatecas,Mayoria Relativa,17/09/1954,Zacatecas,Distrito:4,,411,MORENA,Zacatecas,Distrito 4,Mayoría relativa,SI
HCS,Samuel Herrera Chavez,Diputado Propietario,Morena,17/09/1954, ,Mayoría Relativa, Zacatecas Distrito: 4 (Guadalupe) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,shc_zacatecas,samuelherrerachavez_zacatecas,Mayoria Relativa,17/09/1954,Zacatecas,Distrito:4,,411,MORENA,Zacatecas,Distrito 4,Mayoría relativa,SI
GYÓ,Oscar Gonzalez Yañez,Diputado Propietario,PT,06/10/1964, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Económico-financiera,LXI,29/08/2009,31/08/2012,ogy_mexico,oscargonzalezyanez_mexico,Mayoria Relativa,06/10/1964,Mexico,Distrito:27,,375,PT,México,Distrito 27,Mayoría relativa,SI
GYÓ,Oscar Gonzalez Yañez,Diputado Propietario,PT,06/10/1964, Distrito Federal ,Mayoría Relativa, México Distrito: 27 (Metepec) ,Licenciatura,Económico-financiera,LXIV,29/08/2018,31/08/2021,ogy_mexico,oscargonzalezyanez_mexico,Mayoria Relativa,06/10/1964,Mexico,Distrito:27,,375,PT,México,Distrito 27,Mayoría relativa,SI
VRAM,Alma Marina Vitela Rodriguez,Diputada Propietario,PRI,26/12/1965, Durango ,Mayoría Relativa, Durango Distrito: 2 (Gómez Palacio) ,Licenciatura,Ciencias de la salud,LXII,29/08/2012,31/08/2015,amvr_durango,almamarinavitelarodriguez_durango,Mayoria Relativa,26/12/1965,Durango,Distrito:2,,,,,,,
GEAG,Ana Gabriela Guevara Espinoza,Senadora Propietario,PT,04/03/1977, Sonora ,Representación Proporcional, N/A ,Preparatoria,,LXII,29/08/2012,31/08/2015,agge_sonora,anagabrielaguevaraespinoza_sonora,Mayoria Relativa,04/03/1977,Sonora,Distrito:2,,,,,,,
GEAG,Ana Gabriela Guevara Espinoza,Senadora Propietario,PT,04/03/1977, Sonora ,Representación Proporcional, N/A ,Preparatoria,,LXIII,29/08/2015,31/08/2018,agge_sonora,anagabrielaguevaraespinoza_sonora,Mayoria Relativa,04/03/1977,Sonora,Distrito:2,,,,,,,
